40,9
39,10
38,11
37,12
36,13
35,14
34,15
33,16
32,17
31,18
30,19
29,20
28,21
27,22
26,23
25,24
24,25
23,26
22,27
21,28
20,29
20,30
20,31
20,32
20,33
20,34
20,35
20,36
20,37
20,38
20,39
20,40
20,41
20,42
20,43
20,44
20,45
20,46
20,47
20,48
20,49
20,50
20,51
20,52
20,53
20,54
20,55
20,56
20,57
20,58
20,59
20,60
21,61
22,62
23,62
24,63
25,63
26,64
27,64
28,65
29,66
29,67
29,68
29,69
28,70
27,71
26,72
25,73
24,74
23,75
22,76
21,77
20,78
20,79
20,80
20,81
20,82
20,83
20,84
20,85
20,86
20,87
20,88
20,89
20,90
20,91
20,92
20,93
20,94
20,95
20,96
20,97
20,98
20,99
20,100
20,101
20,102
20,103
20,104
20,105
20,106
20,107
20,108
20,109
20,110
20,111
20,112
20,113
20,114
20,115
20,116
20,117
20,118
20,119
20,120
