60,10
59,10
59,11
59,12
59,13
59,14
59,15
59,16
59,17
59,18
59,19
59,20
59,21
59,22
59,23
59,24
58,25
57,26
56,27
55,28
54,29
53,30
52,31
51,32
50,33
49,34
48,35
47,36
47,37
47,38
47,39
47,40
47,41
47,42
47,43
47,44
47,45
47,46
47,47
47,48
47,49
47,50
47,51
47,52
47,53
47,54
47,55
47,56
47,57
47,58
47,59
46,60
45,61
44,62
43,63
42,64
41,65
40,66
40,67
40,68
40,69
40,70
40,71
40,72
40,73
40,74
40,75
40,76
40,77
40,78
40,79
40,80
40,81
40,82
40,83
40,84
40,85
40,86
40,87
40,88
40,89
40,90
40,91
40,92
40,93
40,94
40,95
40,96
40,97
40,98
40,99
40,100
